id,stateid,status,title,namespace,showvideouuid,videoplaylistuuid,episodeuuid,seriesuuid,uri_1200,uri_400,lang,hostentry,take
2945,1,NULL,Episodio 1 101 2,mtv-intl-latinamerica,0c9cda20-712c-11e5-8ff7-0026b9414f30,d0a84d5d-de83-440c-b0d3-b6eb8b52ac60,bb7709ba-5295-11e3-984c-0026b9414f30,23f6d2c5-4537-4f1b-8659-bb7417ac7104,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/16/11/58/49/6cc2695b140240cc952030ba7feeadff/536765/rHk4NR9Muq_GDS101A2_536765_4862178_640x360_1200_m30.mp4,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/16/11/58/49/6cc2695b140240cc952030ba7feeadff/536765/rHk4NR9Muq_GDS101A2_536765_4862178_384x216_400_m30.mp4,spa,NULL,1
2946,1,NULL,Episode 6 106 2,mtv-intl-latinamerica,117313d4-713b-11e5-8ff7-0026b9414f30,e838157e-2234-4af2-8740-c25692734b56,bb770dfc-5295-11e3-984c-0026b9414f30,23f6d2c5-4537-4f1b-8659-bb7417ac7104,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/15/04/04/03/457a0a36e9bc43f395042ba60c2284d3/554366/hLMcDz8BW8_GDS106A2_554366_4921012_640x360_1200_m30.mp4,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/15/04/04/03/457a0a36e9bc43f395042ba60c2284d3/554366/hLMcDz8BW8_GDS106A2_554366_4921012_384x216_400_m30.mp4,spa,NULL,1
2947,1,NULL,Episodio 5 105 2,mtv-intl-latinamerica,1a7ce672-713a-11e5-8ff7-0026b9414f30,ebe476fe-d5ed-456a-9d2b-349a17812d53,bb770cbc-5295-11e3-984c-0026b9414f30,23f6d2c5-4537-4f1b-8659-bb7417ac7104,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/15/04/04/38/99ad8eaebcce43e899a345c08c1db960/553383/d59leVV8aO_GDS105A2_553383_4917500_640x360_1200_m30.mp4,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/15/04/04/38/99ad8eaebcce43e899a345c08c1db960/553383/d59leVV8aO_GDS105A2_553383_4917500_384x216_400_m30.mp4,spa,NULL,1
2948,1,NULL,Episodio 3 103 2,mtv-intl-latinamerica,b1c40564-7127-11e5-8ff7-0026b9414f30,3bddf367-d89b-43b0-921b-88395a902f11,bb770b54-5295-11e3-984c-0026b9414f30,23f6d2c5-4537-4f1b-8659-bb7417ac7104,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/16/11/56/52/a50c32b94d3a473085cf33408059e2fb/553054/TpLgdNOaGW_GDS103A2_553054_4913607_640x360_1200_m30.mp4,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/16/11/56/52/a50c32b94d3a473085cf33408059e2fb/553054/TpLgdNOaGW_GDS103A2_553054_4913607_384x216_400_m30.mp4,spa,NULL,1
2949,1,NULL,Episodio 2 102 2,mtv-intl-latinamerica,08d30390-7129-11e5-8ff7-0026b9414f30,7173ae28-f8af-43e6-9e28-837da04747c7,bb770a82-5295-11e3-984c-0026b9414f30,23f6d2c5-4537-4f1b-8659-bb7417ac7104,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/16/11/56/59/7e649afb0773441d95539e3d6a97bcd2/536791/GQQ9q2TgBn_GDS102A2_536791_4862210_640x360_1200_m30.mp4,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/16/11/56/59/7e649afb0773441d95539e3d6a97bcd2/536791/GQQ9q2TgBn_GDS102A2_536791_4862210_384x216_400_m30.mp4,spa,NULL,1
2950,1,NULL,Episodio 4 104 2,mtv-intl-latinamerica,be61fae2-7127-11e5-8ff7-0026b9414f30,37f3b0a5-cb31-433c-a851-9e5d240b0f0a,bb770bfe-5295-11e3-984c-0026b9414f30,23f6d2c5-4537-4f1b-8659-bb7417ac7104,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/16/12/03/42/60d6039ba64f4f3c8c1e482ea0916a37/553097/xuolheEJ9W_GDS104A2_553097_4913613_640x360_1200_m30.mp4,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/16/12/03/42/60d6039ba64f4f3c8c1e482ea0916a37/553097/xuolheEJ9W_GDS104A2_553097_4913613_384x216_400_m30.mp4,spa,NULL,1
2994,1,NULL,Episodio 7 107 2,mtv-intl-latinamerica,436e8b6a-780d-11e5-8ff7-0026b9414f30,2dd48c00-13d9-416a-8808-5060240009fc,5398b55a-4432-472a-8e55-b2f3d2f06a1a,e5fec5f0-5dfa-4466-b58c-e35ee9022e62,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/21/12/04/10/b60e291c896c4e34a33f585c8fcdfdd1/897916/c3u3lQIU4s_HDMSEXB107S1S2_897916_5905960_640x360_1200_m30.mp4,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/21/12/04/10/b60e291c896c4e34a33f585c8fcdfdd1/897916/c3u3lQIU4s_HDMSEXB107S1S2_897916_5905960_384x216_400_m30.mp4,spa,NULL,1
2995,1,NULL,Episodio 8 108 2,mtv-intl-latinamerica,29653f16-780d-11e5-8ff7-0026b9414f30,135d2797-a273-4543-9781-84c8a582ed6e,cc8fe198-91cc-4c27-b73d-51d8810e3dc1,e5fec5f0-5dfa-4466-b58c-e35ee9022e62,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/21/12/03/14/c4f744bdc130464bbd488439daf60d52/897921/fOPl414sq6_HDMSEXB108S1S2_897921_5905271_640x360_1200_m30.mp4,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/21/12/03/14/c4f744bdc130464bbd488439daf60d52/897921/fOPl414sq6_HDMSEXB108S1S2_897921_5905271_384x216_400_m30.mp4,spa,NULL,1
2996,1,NULL,Episodio 4 104 2,mtv-intl-latinamerica,7458e860-780d-11e5-8ff7-0026b9414f30,0fad41b9-502e-4538-b8b9-046ad84b86f1,63d0fe6c-9baf-443d-a3b4-73ad28f16554,e5fec5f0-5dfa-4466-b58c-e35ee9022e62,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/21/12/05/28/7037c07013634521b86d8a747abb6e3b/887562/EQCAx0nC05_HDMSEXB104S1S2_887562_5871914_640x360_1200_m30.mp4,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/21/12/05/28/7037c07013634521b86d8a747abb6e3b/887562/EQCAx0nC05_HDMSEXB104S1S2_887562_5871914_384x216_400_m30.mp4,spa,NULL,1
2997,1,NULL,Episodio 3 103 2,mtv-intl-latinamerica,0578a520-780d-11e5-8ff7-0026b9414f30,577d86f6-8bf9-4070-8ad4-bfe23183abc7,0262373f-69e3-4a71-9c12-11f1113164db,e5fec5f0-5dfa-4466-b58c-e35ee9022e62,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/21/12/02/10/8452ce28195b482b8e33539e16e32fa4/881633/ZrdtY7CsNw_HDMSEXB103S1S2_881633_5836204_640x360_1200_m30.mp4,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/21/12/02/10/8452ce28195b482b8e33539e16e32fa4/881633/ZrdtY7CsNw_HDMSEXB103S1S2_881633_5836204_384x216_400_m30.mp4,spa,NULL,1
2998,1,NULL,Episodio 2 102 2,mtv-intl-latinamerica,83aa98f4-780d-11e5-8ff7-0026b9414f30,4dcb1bfb-a566-4698-b111-02043cf86a65,1fcbef95-8bc2-47a5-9faf-cde4db0c9b44,e5fec5f0-5dfa-4466-b58c-e35ee9022e62,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/21/12/05/47/61505b6bdb284d2fa235464ff290384e/880816/sesMGTITbr_HDMSEXB102S1S2_880816_5836374_640x360_1200_m30.mp4,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/21/12/05/47/61505b6bdb284d2fa235464ff290384e/880816/sesMGTITbr_HDMSEXB102S1S2_880816_5836374_384x216_400_m30.mp4,spa,NULL,1
2999,1,NULL,Episodio 1 101 2,mtv-intl-latinamerica,1b3ac87a-780d-11e5-8ff7-0026b9414f30,dcd7a858-00b4-4645-b4df-5cef4cfbd46f,8534a84c-20d4-4621-a5bd-860a18d78516,e5fec5f0-5dfa-4466-b58c-e35ee9022e62,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/21/12/02/41/0024047fa8204c1993a45948f5058578/879547/gYslEL0rIf_HDMSEXB101S1S2_879547_5830426_640x360_1200_m30.mp4,mgid:file:gsp:alias:/mediabus/mtv-intl-latinamerica/.com/2015/10/21/12/02/41/0024047fa8204c1993a45948f5058578/879547/gYslEL0rIf_HDMSEXB101S1S2_879547_5830426_384x216_400_m30.mp4,spa,NULL,1
